OBJECTID,ROAD_NAME,STATUS,PROJ_NAME,TYPE,TOWN,Shape__Length
198,PEERLESS ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,242.077281298475
199,FIAT AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,2388.21953783332
200,PLAINFIELD PIKE,COMPLETED,STRIPPED,STATEWIDE ROUTE,SCITUATE/CRANSTON,7618.33775969383
201,DYER AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,974.497414668357
202,NARRAGANSETT BLVD,COMPLETED,BIKE LANES,BIKE LANES,PROVIDENCE,2114.60416767918
203,GRAND AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,700.185015792558
204,WHEELER AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,2403.81773490607
205,PONTIAC AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,242.58456694533
206,LEGION WAY,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,3741.5346188477
207,GRACE ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,216.139524036684
208,ELDRIDGE ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,436.78630931784
209,UXBRIDGE ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,62.0657926638101
210,POND ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1861.83594120489
211,CRANSTON ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,126.671022682664
212,UXBRIDGE ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1825.91559536601
213,VALLETTE ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,252.917116787026
214,AUMOND ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,495.040372939566
215,NARRAGANSETT BLVD,COMPLETED,BIKE LANES,BIKE LANES,PROVIDENCE,1688.88976821233
216,BUDLONG ROAD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,3006.25526334622
217,HAZELTON ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,892.609653608508
218,SHAW AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1870.2277032437
219,BROAD ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,19.9004345492016
220,INGLESIDE AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,113.96237856407
221,FERNCREST AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,2085.58507078636
222,ASHMONT ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,498.83443696429
223,BEACHMONT AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,648.326492469904
224,FREDERICK C GREEN MEM BLVD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,3594.05554751529
225,HADDON HILL ROAD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,184.476782974831
226,EDGEWOOD BLVD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,993.867830456841
227,FREDERICK C GREEN MEM BLVD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1425.19476951439
228,SCITUATE AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,20109.1881367775
229,PIPPIN ORCHARD RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,CRANSTON,8537.00317534119
230,NARRAGANSETT BLVD,COMPLETED,BIKE LANES,BIKE LANES,CRANSTON,2998.84812135445
231,PARK VIEW BLVD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,2016.62033125056
232,CIRCUIT DR,COMPLETED,BIKE LANES,BIKE LANES,CRANSTON,180.806965416002
233,BUDLONG ROAD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,3009.42140127939
234,COMMERCIAL ST,COMPLETED,BIKE LANES,BIKE LANES,CRANSTON,122.192587483322
235,OCEAN AVE,COMPLETED,BIKE LANES,BIKE LANES,CRANSTON,572.436457241329
236,DORIC AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,4147.08344531886
237,DEAN ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,283.886474095523
238,MILFORD ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,242.598567974127
239,DEAN PARKWAY,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,173.081044672471
240,MESHANTICUT DRIVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1000.56766194823
241,HIGHLAND ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1326.776692866
242,WAYSIDE DRIVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,533.241610870392
243,WOODRIDGE ROAD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,585.722882058254
244,NA,DROPPED,SOUTH ELMWOOD SPUR,SPUR,CRANSTON,1606.55780831867
245,MILFORD ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,815.602278237979
246,ASH AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,476.130644547671
247,POPPASQUASH RD,UNDER CONSTRUCTION,POPPASQUASH ROAD BIKE FACILITY,LOCAL BIKE ROUTE,BRISTOL,2926.15483234577
248,CHURCH AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,7647.4132376299
249,POINT AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,3826.89937050907
250,JULIAN ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,630.746660388487
251,NA,DROPPED,HOPE LINE,PROPOSED PATH,SCIT/COVENTRY/W WARWICK,15285.2194192638
252,SYMONDS AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,700.884158421761
253,ECONOMY AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,144.544236235268
254,RODNEY ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,1697.90288907211
255,WEST SHORE ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,1518.87983152502
256,CHURCH AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,1775.71742996982
257,CEDAR SWAMP ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,2028.34211858542
258,INGALLS RANGE ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,2528.65540504093
259,WEST SHORE ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,2169.58191734628
260,SANDY LANE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,7341.73474390871
261,WEST SHORE ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,192.280903513759
262,INGALLS RANGE ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,645.298182540248
263,STRAWBERRY ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,2860.223648616
264,SANDY LANE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,2620.19365254523
265,WHITFORD ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,603.311203295486
266,INMAN AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,2288.37345728684
267,DRAPER AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,2801.17457736056
268,BUTTONWOODS AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,1596.8053040704
269,LONGMEADOW AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,1358.35040025287
270,SAMUAL GORTON AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,11.1579155401221
271,WEST SHORE ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,3017.06228456917
272,FLAT RIVER ROAD,COMPLETED,STRIPPED,STATEWIDE ROUTE,COVENTRY,3776.73848109656
273,SAMUAL GORTON AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,1608.14373318995
274,WEST SHORE ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,2772.3137331314
275,WEST SHORE ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,396.156432505818
276,NAUSAUKET ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,1154.57247288881
277,LONG ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,3098.46732131815
278,ASYLUM ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,23.8975378283175
279,ASYLUM ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,569.125482483647
280,BUTTONWOODS AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,2253.0413704333
281,ASYLUM ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,1308.90145381002
282,BUTTONWOODS AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,22.5158053557295
283,LONG ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,3348.89507087619
284,MAIN ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,COVENTRY,3456.50060882572
285,NA, ,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,NORTH PROVIDENCE,12510.6727833539
286,HAMLET AVE,UNDER DESIGN 2015,BLACKSTONE RIVER BIKEWAY,PROPOSED PATH,WOONSOCKET,73.6511335288009
287,DAVISON AVE,UNDER DESIGN 2015,BLACKSTONE RIVER BIKEWAY,PROPOSED PATH,WOONSOCKET,485.398239871617
288,KINGSTOWN RD,DROPPED,STRIPPED,STATEWIDE ROUTE,SOUTH KINGSTOWN,520.725471024053
289,LYMAN AVE,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PROPOSED ROUTE,JOHNSTON,297.821432979841
290,NA,DROPPED,PONTIAC SECONDARY BIKE PATH,PROPOSED PATH,CRANSTON,2935.23208324775
291,NA,DROPPED,PONTIAC SECONDARY BIKE PATH,PROPOSED PATH,CRANSTON,1836.92884039063
292,MANVILLE ROAD,COMPLETED,BLACKSTONE RIVER BIKEWAY,PATH,WOONSOCKET,3527.93097437334
293,NA,DROPPED,PONTIAC SECONDARY BIKE PATH,PROPOSED PATH,CRANSTON,3774.49494729555
294,NA,DROPPED,PONTIAC SECONDARY BIKE PATH,PROPOSED PATH,CRANSTON,2562.4959093675
295,NA,DROPPED,PONTIAC SECONDARY BIKE PATH,PROPOSED PATH,CRANSTON,4186.96586849425
296,NA,DROPPED,PONTIAC SECONDARY BIKE PATH,PROPOSED PATH,CRANSTON,1547.54965870993
297,NA,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,PROVIDENCE,1690.20930665144
298,BRANCH ST,UNDER DESIGN 2015,BLACKSTONE RIVER BIKEWAY,PROPOSED PATH,PAWTUCKET,746.44900980642
299,NA,COMPLETED,BLACKSTONE RIVER BIKEWAY,PATH,WOONSOCKET,1028.88812488526
300,NA,UNDER DESIGN 2015,CROMPTON AVE LANDFILL BIKEWAY SEGMENT,PROPOSED PATH,EAST GREENWICH,3275.35450627092
301,NA,DROPPED,WICKFORD JUNCTION BIKE PATH,DROPPED BIKE PROJECT,NORTH KINGSTOWN,14359.4472027608
302,THREE ROD HWY,DROPPED,AQUIDNECK ISLAND BIKE PATH,PROPOSED PATH,TIVERTON,2358.88019956597
303,THREE ROD HWY,DROPPED,AQUIDNECK ISLAND BIKE PATH,PROPOSED PATH,TIVERTON,983.765216979723
304,THREE ROD HWY,DROPPED,AQUIDNECK ISLAND BIKE PATH,PROPOSED PATH,TIVERTON,3162.4028752899
305,PUNCATEST NECK ROAD,DROPPED,AQUIDNECK ISLAND BIKE PATH,PROPOSED PATH,TIVERTON,6718.43723656311
306,THREE ROD HWY,DROPPED,AQUIDNECK ISLAND BIKE PATH,PROPOSED PATH,TIVERTON,1609.18597742498
307,NOOSENECK HILL ROAD,COMPLETED,STRIPPED,STATEWIDE ROUTE,EXETER/RICHMOND,22843.9383355241
308,N MAIN RD,DROPPED,CONANICUT ISLAND GREENWAY,DROPPED LOCAL BIKE ROUTE,JAMESTOWN,62.6299129480272
309,N MAIN RD,DROPPED,CONANICUT ISLAND GREENWAY,DROPPED LOCAL BIKE ROUTE,JAMESTOWN,54.2210724428349
310,NA,DROPPED,CONANICUT ISLAND GREENWAY,DROPPED LOCAL BIKE ROUTE,JAMESTOWN,1681.8227844923
311,JAMESTOWN BRIDGE,STUDY AND DEVELOPMENT,JAMESTOWN BRIDGE BIKE-PEDESTRIAN ACCESS,PROPOSED ROUTE,N KINGSTOWN / JAMESTOWN,10367.3995213175
312,HWY 138,DROPPED,CONANICUT ISLAND GREENWAY,DROPPED LOCAL BIKE ROUTE,JAMESTOWN,2683.40922971513
313,N MAIN RD,DROPPED,CONANICUT ISLAND GREENWAY,DROPPED LOCAL BIKE ROUTE,JAMESTOWN,141.445564932686
314,TASSHTASSUC RD,DROPPED,CONANICUT ISLAND GREENWAY,DROPPED LOCAL BIKE ROUTE,JAMESTOWN,1891.44627430853
315,TASSHTASSUC RD,DROPPED,CONANICUT ISLAND GREENWAY,DROPPED LOCAL BIKE ROUTE,JAMESTOWN,2133.20817501833
316,TASSHTASSUC RD,DROPPED,CONANICUT ISLAND GREENWAY,DROPPED LOCAL BIKE ROUTE,JAMESTOWN,79.4515538066936
317,WEEDEN AVE,DROPPED,CONANICUT ISLAND GREENWAY,DROPPED LOCAL BIKE ROUTE,JAMESTOWN,2149.0685604056
318,N MAIN RD,DROPPED,CONANICUT ISLAND GREENWAY,DROPPED LOCAL BIKE ROUTE,JAMESTOWN,4284.2428545643
319,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,N KING/EXETER/S KINGSTOWN,35852.2232024034
320,ALUMNI AVE,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR (1),LOCAL BIKE ROUTE,SOUTH KINGSTOWN,2792.7930043453
321,CORNER RD,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR (1),LOCAL BIKE ROUTE,SOUTH KINGSTOWN,900.43188194969
322,PLAINS RD,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR (1),LOCAL BIKE ROUTE,SOUTH KINGSTOWN,2196.27108333019
323,FRANK AVE,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR (1),LOCAL BIKE ROUTE,SOUTH KINGSTOWN,1478.53266465307
324,NA,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR (1),LOCAL BIKE ROUTE,SOUTH KINGSTOWN,1711.97575859856
325,FRANK AVE,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR (1),LOCAL BIKE ROUTE,SOUTH KINGSTOWN,448.09461572858
326,FRANK AVE,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR (1),LOCAL BIKE ROUTE,SOUTH KINGSTOWN,307.814840876222
327,KINGSTOWN RD,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR,LOCAL BIKE ROUTE,SOUTH KINGSTOWN,1857.53772925542
328,KINGSTOWN RD,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR,LOCAL BIKE ROUTE,SOUTH KINGSTOWN,447.83846338989
329,KINGSTOWN RD,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR,LOCAL BIKE ROUTE,SOUTH KINGSTOWN,3054.50816477394
330,LOWER COLLEGE RD,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR (2),LOCAL BIKE ROUTE,SOUTH KINGSTOWN,1139.69941260244
331,KINGSTOWN RD,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR,LOCAL BIKE ROUTE,SOUTH KINGSTOWN,2636.89510545358
332,KINGSTOWN RD,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR,LOCAL BIKE ROUTE,SOUTH KINGSTOWN,1937.21539229093
333,SOUTH RD,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR (4),DROPPED BIKE PROJECT,SOUTH KINGSTOWN,2820.55255514833
334,SOUTH RD,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR,DROPPED BIKE PROJECT,SOUTH KINGSTOWN,851.543594072825
335,BOSTON NECK ROAD,COMPLETED,STRIPPED,STATEWIDE ROUTE,NARRAGANSETT,49815.3844613626
336,NA,DROPPED,NARROW RIVER BIKE PATH,DROPPED BIKE PROJECT,NARRAGANSETT,9990.40701092886
337,ALTON-CAROLINA ROAD,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,6652.55515272901
338,BOSTON NECK ROAD,COMPLETED,STRIPPED,STATEWIDE ROUTE,NARRAGANSETT,3630.6407406651
339,CHURCH ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,RICHMOND,12886.255441002
340,BEACH ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,NARRAGANSETT,3325.61441040847
341,ALTON-BRADFORD ROAD,COMPLETED,STRIPPED,STATEWIDE ROUTE,HOPKINTON,13838.2630650475
342,NORTH MAIN ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,512.842970580381
343,GREAT ISLAND ROAD"",COMPLETED,STRIPPED,STATEWIDE ROUTE,NARRAGANSETT,163.078489154236
344,GALILEE ESCAPE ROAD,COMPLETED,STRIPPED,STATEWIDE ROUTE,NARRAGANSETT,5878.06351162447
345,GALILEE CONNECTOR ROAD,COMPLETED,STRIPPED,STATEWIDE ROUTE,NARRAGANSETT,1806.67435361334
346,POINT JUDITH ROAD,COMPLETED,STRIPPED,STATEWIDE ROUTE,NARRAGANSETT,872.173483434121
347,OCEAN ROAD,COMPLETED,STRIPPED,STATEWIDE ROUTE,NARRAGANSETT,24835.394767709
348,POINT JUDITH ROAD,COMPLETED,STRIPPED,STATEWIDE ROUTE,NARRAGANSETT,1347.65957384551
349,DIVISION ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,495.659783889695
350,POST ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,11005.5359202076
351,DIVISION ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,299.691674222924
352,KING ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,EAST GREENWICH,623.16450689427
353,DUKE ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,EAST GREENWICH,631.176112340079
354,PEIRCE ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,1632.43756897742
355,SPRING ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,EAST GREENWICH,11.5191987031215
356,WATER ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,EAST GREENWICH,1768.84492083628
357,LONDON ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,EAST GREENWICH,397.678475647921
358,PEIRCE ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,EAST GREENWICH,377.256113253942
359,LIBERTY ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,EAST GREENWICH,758.335637445947
360,GREENE ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,EAST GREENWICH,690.979326953127
361,PROSPECT ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,EAST GREENWICH,907.679295580568
362,1ST AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,EAST GREENWICH,1225.49508313967
363,CROMPTON AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,EAST GREENWICH,1691.95007433871
364,1ST AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,EAST GREENWICH,1928.01918649184
365,NA,DROPPED,TEN MILE RIVER GREENWAY,PROPOSED PATH,EAST PROVIDENCE,654.043560088292
366,CEDAR AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,EAST GREENWICH,2581.63402116619
367,FORGE ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,2103.44729667445
368,IVES ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,13689.6675423441
369,HIGHLAND ROAD,DROPPED,AQUIDNECK ISLAND BIKE PATH,PROPOSED PATH,TIVERTON,2388.50022827058
370,BRIDGEPORT ROAD,DROPPED,AQUIDNECK ISLAND BIKE PATH,PROPOSED PATH,TIVERTON,929.145605677265
371,NA,UNDER DESIGN 2015,TEN MILE RIVER GREENWAY,PROPOSED PATH,EAST PROVIDENCE,7444.11101973645
372,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,2186.12312332425
373,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,665.996961149941
374,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,243.001945790828
375,VICTORY HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,917.177086696991
376,VICTORY HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,716.538278415212
377,VICTORY HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,GLOCESTER,700.083036744984
378,VICTORY HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,1103.44741725948
379,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,533.84073400741
380,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,2114.12947918127
381,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,470.483463271047
382,VICTORY HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,GLOCESTER,1580.94823015959
