OBJECTID,ROAD_NAME,STATUS,PROJ_NAME,TYPE,TOWN,Shape__Length
383,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,1461.52417654467
384,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,366.450324239215
385,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,809.670155686931
386,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,290.555299909829
387,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,683.054237315767
388,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,784.834820349496
389,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,504.016992565063
390,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,250.639115378084
391,VICTORY HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,481.304667069116
392,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,76.2522536511454
393,S MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,64.312170072725
394,NORTH MAIN ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,512.842970580381
395,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,3657.8313317445
396,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,2534.07238529505
397,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,259.327516418613
398,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,5.71157252020753
399,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,487.831080402255
400,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,1770.25997750334
401,NA,STUDY AND DEVELOPMENT,TIVERTON BIKE PATH,PROPOSED PATH,TIVERTON,13483.048554458
402,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,213.798983445317
403,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,346.802611936032
404,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,220.038214839816
405,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,415.381621953575
406,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,23.6771579185368
407,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,103.864360614673
408,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,826.776017092236
409,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,90.2725697469334
410,S COUNTY TRL,COMPLETED,SHORELINE BIKEWAY,PROPOSED ROUTE,CHARLESTOWN,184.804748593725
411,VICTORY HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,576.221334267789
412,VICTORY HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,863.350155330792
413,VICTORY HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,1374.846512881
414,BRONCHOS HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,312.179533923795
415,BRONCHOS HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,1044.15753913946
416,BRONCHOS HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,3462.92703922084
417,MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,5512.71515623117
418,CAROLINA BACK RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,1029.33202760107
419,CAROLINA BACK RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,1613.01962683096
420,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,SOUTH KINGSTOWN,2852.64990547393
421,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,RICHMOND,815.542549173308
422,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,RICHMOND,285.468769671414
423,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,1242.29209715593
424,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,591.542813840108
425,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,673.987776289963
426,CAROLINA BACK RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,313.548630995465
427,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,198.139626917859
428,ALTON CAROLINA RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,78.5575839636263
429,MAIN ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WEST GREENWICH,504.070801798177
430,BRADFORD ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,869.058062123712
431,BRADFORD ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,236.866648400506
432,BRADFORD ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,504.67793067319
433,BRADFORD ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,641.808614729174
434,BRADFORD ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,636.349930415946
435,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,64.3210142808761
436,LANGWORTHY RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,173.759102127608
437,CAROLINA BACK RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,2176.8997960672
438,CAROLINA BACK RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,1081.45702152208
439,CAROLINA BACK RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,3145.6861858165
440,KINGSTOWN RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,SOUTH KINGSTOWN,1676.22447674753
441,NA,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,152.282638368091
442,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,2418.48933171464
443,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,831.026363398123
444,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,RICHMOND,2500.29301021359
445,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,RICHMOND,299.462653679778
446,CAROLINA BACK RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,1289.99136817174
447,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,RICHMOND,3725.53188862806
448,CAROLINA BACK RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,229.6113713773
449,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,WEST GREENWICH,592.222806757284
450,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,880.961752600262
451,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,2312.80757745582
452,BRADFORD ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,2036.8530421824
453,BRADFORD ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,1031.77742164549
454,BRADFORD ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,195.792536796481
455,BRADFORD ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,47.048250170265
456,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,454.433220305403
457,NA,COMPLETED,EAST BAY BIKE PATH,PATH,BRISTOL,405.4680200248
458,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,RICHMOND,2307.4837683768
459,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,RICHMOND,167.464342692284
460,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,RICHMOND,696.848497422733
461,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,RICHMOND,78.8023255616468
462,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,RICHMOND,1879.86276634847
463,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,RICHMOND,223.095049993082
464,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,815.355313355102
465,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,SOUTH KINGSTOWN,3582.51308755531
466,CAROLINA BACK RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,116.274646450745
467,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,WEST GREENWICH,738.819440761851
468,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,525.186945646086
469,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,383.206925870236
470,BRADFORD ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,705.014075012957
471,BRADFORD ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,1049.97104481038
472,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,496.191926375254
473,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,467.128264671392
474,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,RICHMOND,1130.77061232649
475,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,279.621358684729
476,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,275.677990379587
477,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,SOUTH KINGSTOWN,366.586250977503
478,NA,COMPLETED,WARREN BIKE PATH,PATH,WARREN,4524.98727052559
479,SOUTH COUNTY TRAIL,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,751.756422485203
480,SOUTH COUNTY TRAIL,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,90.1524809068844
481,SOUTH COUNTY TRAIL,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,688.47197824585
482,SOUTH COUNTY TRAIL,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,1410.90496925412
483,SOUTH COUNTY TRAIL,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,276.017526498447
484,SOUTH COUNTY TRAIL,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,77.2346291397233
485,SOUTH COUNTY TRAIL,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,1194.71391344312
486,SOUTH COUNTY TRAIL,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,969.054142721245
487,SOUTH COUNTY TRAIL,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,1170.51879922806
488,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,972.532586866288
489,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,80.2203781450487
490,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,182.18502003395
491,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,969.684174824721
492,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,390.325933176631
493,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,343.532283542854
494,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,31.5553046132381
495,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,519.202691840677
496,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,35.6942015016747
497,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,612.300976327695
498,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,100.871318522811
499,ROCKY HOLLOW RD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,248.438901061266
500,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,146.768776118253
501,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,333.875976728385
502,FRENCHTOWN RD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,20.5276531167137
503,FRENCHTOWN RD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,26.5415752529095
504,FRENCHTOWN RD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,420.692657857657
505,FRENCHTOWN RD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,255.170424725896
506,FRENCHTOWN RD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,1068.08337767247
507,FRENCHTOWN RD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,2096.27973310937
508,1ST AVE,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,216.966270009449
509,1ST AVE,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,329.786544008801
510,1ST AVE,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,265.818648115772
511,1ST AVE,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,219.492635972256
512,1ST AVE,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,237.456264835411
513,1ST AVE,STUDY AND DEVELOPMENT,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,543.390545118771
514,1ST AVE,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,66.0356897861416
515,1ST AVE,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,244.259108491777
516,1ST AVE,STUDY AND DEVELOPMENT,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,199.30623505499
517,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,394.449771284654
518,ROCKY HOLLOW RD,STUDY AND DEVELOPMENT,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,543.718781668437
519,ROCKY HOLLOW RD,STUDY AND DEVELOPMENT,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,60.5274567110813
520,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,329.295830830677
521,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,1465.4222721159
522,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,465.780075413456
523,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,1289.48726624741
524,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,874.711800776762
525,MIDDLE ROAD,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,324.79186199482
526,KENYON AVE,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,1078.84302980823
527,1ST AVE,COMPLETED,EAST GREENWICH BIKE ROUTE,LOCAL BIKE ROUTE,EAST GREENWICH,890.574224488151
528,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,39.897467119002
529,BRADFORD ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,195.396597878539
530,BRADFORD ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,180.495881937497
531,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,816.891642911974
532,LANGWORTHY RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,94.5176504430812
533,LANGWORTHY RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,815.935040626788
534,KINGSTOWN RD,DROPPED,STRIPPED,STATEWIDE ROUTE,SOUTH KINGSTOWN,148.058832550248
535,KINGSTOWN RD,DROPPED,STRIPPED,STATEWIDE ROUTE,SOUTH KINGSTOWN,345.557726057753
536,RIVERSIDE DR,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,1084.85135704425
537,CAROLINA BACK RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,390.467895262205
538,LANGWORTHY RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,806.409274605465
539,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,677.796501311074
540,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,692.631622589094
541,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,1075.87261054807
542,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,761.234288791734
543,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,CHARLESTOWN,238.766574099366
544,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,2442.56840262453
545,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,1742.39131717294
546,NA,COMPLETED,WASHINGTON SECONDARY BIKE PATH,PATH,WARWICK,434.128860228666
547,NA,COMPLETED,EAST BAY BIKE PATH,PATH,BARRINGTON,55.7438525661052
548,NA,DROPPED,PAWTUXET RIVERWALK,PROPOSED RIVERWALK,WARWICK,9993.21203673078
549,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,SOUTH KINGSTOWN,530.673661583772
550,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,284.732879478685
551,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,667.341928560181
552,ALTON BRADFORD RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,HOPKINTON,2923.8705290764
553,S COUNTY TRL,COMPLETED,STRIPPED,STATEWIDE ROUTE,SOUTH KINGSTOWN,94.0396116062516
554,NA,DROPPED,PAWTUXET RIVERWALK,PROPOSED RIVERWALK,WARWICK,9415.0247152943
555,NA,COMPLETED,EAST BAY BIKE PATH,PATH,BRISTOL,46.310241590103
556,BRADFORD ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,591.043194035093
557,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,303.081027180644
558,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,385.813652299799
559,LANGWORTHY RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,112.606664095799
560,LANGWORTHY RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,286.347124855612
561,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,617.970714799998
562,KINGSTOWN RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,SOUTH KINGSTOWN,2337.23652435775
563,LANGWORTHY RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,387.811903218274
564,LANGWORTHY RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,778.413504752816
565,DUNNS CORNER RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,425.026105736296
566,RIVERSIDE DRIVE,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,2584.00254540864
567,KINGSTOWN RD,DROPPED,STRIPPED,LOCAL BIKE ROUTE,SOUTH KINGSTOWN,370.249659310179
568,KINGSTOWN RD,DROPPED,STRIPPED,LOCAL BIKE ROUTE,CHARLESTOWN,148.058832550248
569,NA,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,BURRILLVILLE,17240.3992754583
570,RIVERSIDE DRIVE,COMPLETED,STRIPPED,STATEWIDE ROUTE,WESTERLY,2584.00254540864
571,NA,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,5634.92091957257
572,NA,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,7611.06937154245
573,NA,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,6034.18916578436
574,FARNUM PIKE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,7678.56248843602
575,FARNUM PIKE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,1266.6690669393
576,NA,UNDER DESIGN 2015,BLACKSTONE RIVER BIKEWAY,PROPOSED PATH,NORTH SMITHFIELD,907.855371922039
577,MILL ST,DROPPED,BLACKSTONE RIVER BIKEWAY,OLD PROPOSED PATH,CUMBERLAND,905.281056043771
578,RALCO WAY,DROPPED,BLACKSTONE RIVER BIKEWAY,OLD PROPOSED PATH,CUMBERLAND,1632.45270883204
579,NA,DROPPED,BLACKSTONE RIVER BIKEWAY,OLD PROPOSED PATH,CUMBERLAND,1689.76856494398
580,ROOSEVELT AVE,DROPPED,BLACKSTONE RIVER BIKEWAY,OLD PROPOSED PATH,BURRILLVILLE,5609.90765526717
581,NA,COMPLETED,SOUTH COUNTY BIKE PATH,PATH,SOUTH KINGSTOWN,15287.6101894129
582,NA,STUDY AND DEVELOPMENT,WARREN BIKE PATH,PROPOSED PATH,WARREN,5509.86487699256
583,NA,COMPLETED,EAST BAY BIKE PATH,PATH,BARRINGTON,17041.7369559368
584,NA,COMPLETED,EAST BAY BIKE PATH,PATH,WARREN,4079.96249315161
585,NA,COMPLETED,EAST BAY BIKE PATH,PATH,BARRINGTON,2386.4608243986
586,NA,COMPLETED,EAST BAY BIKE PATH,PATH,BRISTOL,12376.5021849117
587,NA,COMPLETED,EAST BAY BIKE PATH,PATH,WARREN,7576.6084262387
588,ALEPPO ST,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,PROVIDENCE,2200.74864825718
589,ALEPPO ST,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,LOCAL BIKE ROUTE,PROVIDENCE,512.391676731133
590,ATWELLS AVE,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,LOCAL BIKE ROUTE,PROVIDENCE,187.948155636252
591,TUXEDO AVE,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,LOCAL BIKE ROUTE,PROVIDENCE,479.139420399867
592,EAGLE ST,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,LOCAL BIKE ROUTE,PROVIDENCE,1549.66791637398
593,NA,COMPLETED,SOUTH COUNTY BIKE PATH,PATH,SOUTH KINGSTOWN,6827.91496814941
